ID,Location,Output,Model,COP,FlowT,OutsideT,Days,installer_name,installer_url,installer_logo,heatgeek,ultimaterenewables,heatingacademy,betateach,youtube,url,share,hp_type,refrigerant,dhw_method,cylinder_volume,dhw_coil_hex_area,new_radiators,old_radiators,fan_coil_radiators,UFH,hydraulic_separation,flow_temp,design_temp,flow_temp_typical,wc_curve,freeze,zone_number,space_heat_control_type,dhw_control_type,dhw_target_temperature,legionella_frequency,legionella_target_temperature,property,floor_area,heat_demand,water_heat_demand,EPC_spaceheat_demand,EPC_waterheat_demand,heat_loss,age,insulation,kwh_m2,electricity_tariff,electricity_tariff_type,electricity_tariff_unit_rate_all,solar_pv_generation,solar_pv_self_consumption,solar_pv_divert,battery_storage_capacity,mid_metering,electric_meter,heat_meter,metering_inc_boost,metering_inc_central_heating_pumps,metering_inc_brine_pumps,metering_inc_controls,indoor_temperature,notes,timestamp,combined_elec_kwh,combined_heat_kwh,combined_cop,combined_data_length,combined_elec_mean,combined_heat_mean,combined_flowT_mean,combined_returnT_mean,combined_outsideT_mean,combined_roomT_mean,combined_prc_carnot,combined_cooling_kwh,running_elec_kwh,running_heat_kwh,running_cop,running_data_length,running_elec_mean,running_heat_mean,running_flowT_mean,running_returnT_mean,running_outsideT_mean,running_roomT_mean,running_prc_carnot,space_elec_kwh,space_heat_kwh,space_cop,space_data_length,space_elec_mean,space_heat_mean,space_flowT_mean,space_returnT_mean,space_outsideT_mean,space_roomT_mean,space_prc_carnot,water_elec_kwh,water_heat_kwh,water_cop,water_data_length,water_elec_mean,water_heat_mean,water_flowT_mean,water_returnT_mean,water_outsideT_mean,water_roomT_mean,water_prc_carnot,from_energy_feeds_elec_kwh,from_energy_feeds_heat_kwh,from_energy_feeds_cop,quality_elec,quality_heat,quality_flowT,quality_returnT,quality_outsideT,quality_roomT
140,Buckinghamshire,10 kW,Vaillant Arotherm+,4.21,35.5,7.5,284,Custom Renewables ,https://www.custom-renewables.com,custom-renewables.png,1,0,0,0,N/A,https://emoncms.org/app/view?name=myheatpump&readkey=ea3f68185ac50cffa50432b0199a0448,1,Air Source,R290,Cylinder with coil,250,3,1,0,0,1,None,45,-2.1,35,0.6,Anti-freeze valves,0,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,55,Disabled,0,Detached,250,24121,4880,0,0,9.27,1940 to 1982,Some insulation in walls and loft,96,,,0,0,0,0,0,1,"OpenEnergyMonitor EmonPi v2, EmonTx4 or newer",Kamstrup heat meter (class 2),1,1,0,1,1,,False,5174.51,21800.9,4.213133224208669,24558000,758.537,3195.83,31.0787,28.8319,10.9,20.4707,52.05780000000001,301.102,5107.1,21298,4.170272757533629,12055000,1525.15,6360.26,35.4541,31.237,7.48467,19.7667,52.3125,3647.9,17060.1,4.676690698758189,10200900,1287.38,6020.66,31.976399999999998,28.0569,7.032070000000001,19.6692,53.8632,1459.2,4237.93,2.9042831688596493,1854050,2833.32,8228.78,54.5864,48.7339,9.93864,20.3045,46.8056,5178.54,22255,4.2975433230215465,99.7325,99.7319,99.7319,99.7319,98.8889,99.7445
143,"Devon, Mid",5 kW,Vaillant Arotherm+,4.13,25.3,8.0,234,,,N/A,0,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=64a98f8045f04b3fc23134ed5a4a5be4,1,Air Source,R290,None,300,0,0,0,0,1,None,28,-2,24,0.2,Anti-freeze valves,1,"Pure weather compensation, no room influence",Not applicable,50,Disabled,0,Detached,225,4500,0,4500,0,3,Pre-1900,"Fully insulated walls, floors and loft",20,,,0.3,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,1,1,"Not yet occupied, target temp 19.5бу, actual ~20*C, no DHW at mo.",False,559.56,2313.65,4.134766602330403,20224600,99.6024,411.891,21.7221,21.7425,12.7129,0,17.3022,111.853,475.082,2298.58,4.83828054946304,3632950,470.775,2277.73,25.3279,23.0187,8.02433,0,43.87129999999999,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,490.422,2435,4.9651116793292305,99.6093,99.6199,99.6199,99.6199,99.9645,0
144,Sheffield,5 kW,Vaillant Arotherm+,4.09,32.0,7.1,227,IMS Heat Pumps ltd,http://imsheatpumps.co.uk,imsheatpumps.png,1,1,1,https://betatalk.buzzsprout.com/509671/14596544-current-issues-at-the-heat-pump-coalface,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=b19c812e5bf5f56b06c0a3f58b587539,1,Air Source,R290,Cylinder with coil,250,2.4,0,1,0,1,None,40,-3.4,30,0.3,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,45,Disabled,0,End-terrace,110,12712,3821,14591,2152,0,1900 to 1939,"Fully insulated walls, floors and loft",116,Octopus,Single fixed rate,30,0,0,0,0,1,"OpenEnergyMonitor EmonPi v2, EmonTx4 or newer",Sontex heat meter (class 2),0,1,0,1,0,,False,1721.05,7034.38,4.087260683884838,19651800,315.275,1288.63,26.7813,25.3822,10.0232,0,46.7612,171.64,1687.84,6861.69,4.065367570385819,9293920,653.786,2657.88,31.9533,29.1357,7.07859,0,46.814,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1721.82,7205,4.184525676319244,99.7602,99.759,99.759,99.759,99.9452,0
146,Thame ,10 kW,Clivet ,4.48,32.6,6.6,189,Delta T Eco Heating Systems ,https://www.deltatheating.co.uk/,deltatheating.png,0,1,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=25f4cd24a265310ca1fded7d78f5ab55,1,Air Source,R32,Cylinder with plate heat exchanger,250,0.96,0,0,0,1,None,33,-2,28,0,Anti-freeze valves,0,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,50,Fornightly,55,Semi-detached,200,0,0,0,0,0,1940 to 1982,"Fully insulated walls, floors and loft",0,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,0,,False,1088.63,4875.68,4.478730147065578,16295200,240.504,1076.91,25.876,24.7792,11.3566,0,56.6057,35.534,1016.65,4858.13,4.778566861751832,4221960,866.881,4142.45,32.6459,28.5126,6.55886,0,55.7929,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1125.16,5115.25,4.546242312204486,94.7757,94.7812,94.7812,94.7812,96.0846,0
147,"Norfolk, United Kingdom",4 kW,Daikin Altherma 3,3.38,32.1,10.5,171,Octopus Energy Services,https://octopus.energy/get-a-heat-pump/,octopus.png,0,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=5fd8ba87d957ed3270dda9b946411cc6,1,Air Source,R32,Cylinder with coil,185,2,1,0,0,0,None,45,-2.4,25.8,0.2,Anti-freeze valves,1,Weather compensation with significant room influence,Daily scheduled heat up of tank,45,Disabled,60,End-terrace,65,6286,2700,0,0,3.485,1983 to 2011,Some insulation in walls and loft,97,Octopus Agile,Variable half hourly,12,3300,82,0,9,0,"OpenEnergyMonitor EmonPi v1, EmonTx3 or earlier",Heat pump integration,1,1,0,1,1,"EDLA04E2V3. Data gathered and submitted via Home Assistant.  Electrical power from CT-Clamp via EmonTx-3, all other data from heat pump via ESPAltherma.  Daikin room temperature management found to be too wide at -0.5бу to +1.5бу of setpoint, so left on pure leaving water weather compensation with Home Assistant switching the heating off/on when above/below 0.15бу of setpoint.",False,223.33,754.838,3.3799220883893786,14769600,54.4296,183.967,21.1174,18.7375,16.0992,19.606,17.0837,2.567,181.396,744.442,4.1039603960396045,817990,798.3210000000001,3276.3,32.1038,29.3919,10.516,18.3687,41.79339999999999,78.9633,379.344,4.804054541793466,574990,494.387,2375.05,26.5533,23.9489,7.32895,17.7879,42.504,102.432,365.098,3.5642963136519836,243000,1517.52,5408.86,45.2386,42.2718,18.058400000000002,19.7423,40.2078,223.384,755.1,3.380277907101673,99.9673,99.9794,99.9673,99.9673,99.9673,99.9673
148,Cheltenham,9 kW,Daikin Altherma 3,3.10,31.9,11.5,220,Octopus Energy Services,https://octopus.energy,octopus.png,0,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=abe00c8d01b272213f7963685907ac5f,1,Air Source,R32,Cylinder with coil,250,0,1,0,0,1,None,50,-3.3,35,0,Anti-freeze valves,1,Weather compensation with significant room influence,Daily scheduled heat up of tank,48,Weekly,60,Detached,200,12480,2306,12480,2300,7.6,1940 to 1982,Some insulation in walls and loft,62,Agile,Variable half hourly,13,0,0,0,0,0,Other electricity meter,Heat pump integration,1,1,0,1,0,ESPAltherma Homeassistant ,False,1620.81,5022.91,3.09901222228392,19024800,306.676,950.492,23.6107,21.9716,13.7117,21.7309,26.893,0,1406.6,4706.45,3.345976112611972,5357620,945.1419999999999,3162.46,31.9048,28.895499999999995,11.4887,21.4078,36.6817,978.237,3872.19,3.958335250046768,4676640,753.031,2980.75,30.1457,26.9726,11.2156,21.3624,38.5292,428.359,834.262,1.947576682175465,680980,2264.51,4410.33,43.9855,42.1021,13.3611,21.7203,29.298899999999996,1624.46,5035.53,3.0998177856026,99.1936,99.1891,99.1882,99.1885,99.1896,99.1877
149,Harpenden ,8 kW,Viessmann Vitocal 151A,4.61,28.5,8.1,222,Custom Renewables ,https://custom-renewables.com/,custom-renewables.png,1,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=93494a0c0d3a8f08993b8051d67d699d,1,Air Source,R290,Cylinder with coil,190,0,1,0,0,1,None,40,-2,27,0,Central heat pump water circulation,0,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,55,Disabled,0,Detached,170,14000,4200,0,0,6.2,1900 to 1939,Some insulation in walls and loft,82,,,14,2,0,0,6,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,1,1,,False,1342.64,6187.38,4.608368587260919,19167200,252.17300000000003,1162.12,25.0913,24.0305,12.5572,12.0438,48.6158,60.35,1274.75,6132.98,4.811123749754853,7268650,631.353,3037.53,28.4678,26.1328,8.07597,16.1808,48.136,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1345.74,6258,4.650229613446877,99.4807,99.4813,99.4813,99.4813,99.9439,54.5951
150,Basingstoke Hants,9 kW,Samsung R410a,4.30,36.1,10.3,195,Just an Engineer ,https://ultimaterenewables.com/,ultimaterenewables.png,0,1,1,https://betatalk.buzzsprout.com/509671/2134886-heat-pumps-in-the-uk-an-introduction,https://www.youtube.com/channel/UCA_jjfTuFWmhfX7539OmU1A,https://emoncms.org/app/view?name=MyHeatpump&readkey=ea7f50a9bbdf404dca2e36e18f41c28b,1,Air Source,R410A,Cylinder with coil,300,3,1,1,0,1,None,40,-2,32,0,Central heat pump water circulation,1,Weather compensation with a little room influence,Twice daily scheduled heat up of tank,55,Other,0,Semi-detached,120,0,0,0,0,0,1940 to 1982,"Cavity wall, plus some loft insulation",0,Octopus GO,On peak & Off peak,25,0,0,1,20,1,"OpenEnergyMonitor EmonPi v2, EmonTx4 or newer",Sharky heat meter (class 2),0,0,0,1,1,,False,1779.63,7646.99,4.296954985024977,16823600,377.359,1636,26.5005,25.2748,14.7311,13.5986,58.5298,251.864,1729.29,7291.62,4.2165397359610015,3995290,1559.01,6570.2,36.13510000000001,32.1558,10.3386,8.36492,49.6578,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1792.42,8294.11,4.627325068901262,85.9185,96.5704,96.5704,96.5704,85.9185,66.6827
151,Warwick ,5 kW,Vaillant Arotherm+ ,4.56,30.9,7.6,218,Custom renewables ,https://custom-renewables.com/,custom-renewables.png,1,0,0,0,N/A,https://emoncms.org/app/view?name=Myheatpump&readkey=99ac9db2cbde26ceefa4f4a1a2a4324e,1,Air Source,R290,Cylinder with coil,200,6,1,0,0,0,None,40,-3,30,0.45,Anti-freeze valves,0,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,55,Disabled,0,Semi-detached,96,13700,3800,0,0,4.7,1940 to 1982,Some insulation in walls and loft,143,,,0,0,0,0,0,1,"OpenEnergyMonitor EmonPi v2, EmonTx4 or newer",Sontex heat meter (class 2),0,1,0,1,1,,False,746.746,3403.6,4.5579085793563,18810700,142.911,651.382,26.0865,25.5225,12.1544,21.2313,45.7962,29.214,713.518,3354.12,4.700820441810858,4742490,541.631,2546.09,30.8836,28.341,7.6217,19.6105,49.856,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,748.521,3436,4.59038557368464,95.0728,95.0733,95.0733,95.0733,99.6543,95.0139
152,Gwent,7 kW,Vaillant Arotherm+,3.71,33.0,6.6,245,Swift Renewables,https://www.swiftrenewables.co.uk/,swiftrenewables.png,0,0,0,0,N/A,https://emoncms.org/app/view?name=TyGHeatpump&readkey=400505b30a57fdb713acc00207ef2831,1,Air Source,R290,Cylinder with plate heat exchanger,200,0,1,0,0,0,Buffer,40,0,30,0.8,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,55,Fornightly,60,Detached,211,0,0,0,0,0,1983 to 2011,"Cavity wall, plus some loft insulation",0,Intelligent Octopus,On peak & Off peak,7,2700,100,0,28,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),1,1,0,1,1,,False,1806.68,6711.39,3.714764097681936,21172300,307.188,1140.35,26.8174,26.9594,11.086,0,24.6958,143.302,1767.61,6595.07,3.7310662419877687,6370490,998.8580000000001,3726.91,32.9836,30.2566,6.63176,0,44.2771,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1810.29,7014,3.874517342525231,99.6159,99.9086,99.9086,99.9086,99.9661,0
153,Finchampstead,7 kW,Vaillant Arotherm+,4.87,32.2,9.8,174,Alton & Jones ,https://www.altonandjones.co.uk/,N/A,1,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=c644a4d679e6a15c218238c151b9d35f,1,Air Source,R290,Cylinder with coil,250,6,1,0,0,1,None,40,-2,35,0.45,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,55,Weekly,60,Detached,160,15714,1076,0,0,8.2,1983 to 2011,"Cavity wall, plus some loft insulation",98,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,1,1,,False,1957.45,9539.38,4.873370967329944,15071700,467.545,2278.43,27.950399999999995,25.8535,12.1988,20.9094,49.244499999999995,141.771,1937.74,9517.64,4.911721902835262,6145600,1135.09,5575.3,32.2276,28.3309,9.79649,20.2597,52.7956,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2105.96,10339,4.909399988603772,80.0249,80.035,80.035,80.035,99.9618,76.1724
154,"High Wycombe, Buckinghamshire",4 kW,Worcester Bosch Compress 5800i,4.04,35.1,9.8,97,Smiths Heating Services LTD,https://smithsheating.co.uk/,smithsheating.png,1,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=2b0792fbdfefd87f93e08c768c75633b,1,Air Source,R290,Cylinder with coil,150,0,1,0,0,0,None,40,-2,32,0,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Twice daily scheduled heat up of tank,55,Disabled,0,Detached,62,7192,3365,4,1,3.92,1983 to 2011,Some insulation in walls and loft,116,Octopus Agile,Variable half hourly,26,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,1,1,,False,855.903,3454.67,4.036286822221677,8348310,369.209,1488.05,32.6818,28.655,11.0005,21.4772,44.3777,59.632,839.944,3413.06,4.063437562504167,5930900,509.857,2071.69,35.0775,30.591,9.77339,21.2878,44.9071,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,882.993,3592,4.067982418886673,99.0079,96.8047,96.8047,96.8047,99.9167,95.7073
158,Manchester,7 kW,Vaillant Arotherm+,4.03,30.6,8.3,219,British Gas,http://www.britishgas.co.uk/,britishgas.png,0,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=99edad9acdf9402cc0b74afc3553136b,1,Air Source,R290,Cylinder with coil,250,2.4,1,0,0,1,None,35,0,33,0.45,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 3-6C,45,Disabled,60,Semi-detached,189,13881,2061,0,0,0,1900 to 1939,"Fully insulated walls, floors and loft",73,Octopus Agile,Variable half hourly,15,4350,66,0,15,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,1,1,,False,1448.94,5843.84,4.033182878518089,18949600,275.266,1110.2,26.6374,24.6705,12.2787,7.1831,40.5384,105.804,1382.05,5765.79,4.171911291197858,5797940,858.134,3580.03,30.5993,27.833,8.30269,7.943209999999999,45.0569,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1567.26,6518.79,4.159354542322269,93.7283,93.7277,93.7277,93.7277,99.9466,27.6438
159,"Cairngorms National Park, Scotland",7 kW,Panasonic J Series,4.45,30.1,2.9,208,Tony Lake,,N/A,0,0,0,0,N/A,https://emoncms.org/app/view?name=Panasonic7J&readkey=46928df845f5b9e66768c95bf86ed83c,1,Air Source,R32,Cylinder with coil,290,3,1,0,0,1,None,30,-5,28,0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,45,Disabled,0,Detached,228,0,0,0,0,0,2012 or newer,"Fully insulated walls, floors and loft",0,Octopus Agile,Variable half hourly,17,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,1,,False,1836.62,8176.92,4.452156679117074,17948600,368.375,1641.06,26.7205,24.4511,6.576,20.2045,55.2186,269.138,1780.88,8176.12,4.591056107093122,8212980,780.61,3583.84,30.0831,26.29,2.92925,19.6116,56.7237,1489.1,7264.7,4.878584379826741,7501950,714.582,3486.15,28.7036,25.0309,2.54021,19.5682,58.43930000000001,291.774,911.422,3.12372589744117,711030,1477.27,4614.61,44.6441,39.5656,7.028710000000001,20.0723,45.4798,1860.22,8556,4.599455978325144,96.6232,96.7225,96.7225,96.7225,99.9225,96.5727
160,Bristol,5 kW,Vaillant Arotherm+,3.81,32.1,9.0,211,BristolGasCo,https://www.bristolgasco.co.uk/,bristolgasco.png,1,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=941eb6e5d156f758c426faad295ed186,1,Air Source,R290,Cylinder with coil,200,1.4,1,1,0,0,None,50,-2,30,0.5,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,48,Disabled,0,Mid-terrace,95,9002,3760,10907,2253,5.5,1900 to 1939,Solid walls,95,Flexible Octopus,Single fixed rate,28.42,0,0,0,0,1,"OpenEnergyMonitor EmonPi v2, EmonTx4 or newer",Sontex heat meter (class 2),1,1,0,1,1,Radiators are sized to 50 degree flow temperature but 3 months of operation with outside temperatures down to -6 and flow temperature has not got above mid-30s. So radiators are oversized (which is good!). Internal setpoint generally 19 degrees 0500-0800 and 1700-2100 with setback to 17 degrees between those periods.,False,593.613,2260.9,3.808710388754963,18246600,117.1,446.068,25.5237,24.874,12.9825,19.7877,32.9497,35.234,543.264,2237.6,4.118807798786594,3092310,632.462,2604.97,32.1448,29.500300000000003,9.04655,18.3492,43.4366,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,601.075,2301,3.828141246932579,99.6635,99.6172,99.6172,99.6172,99.9607,99.553
161,"Issum, Germany",14 kW,Midea Nam V10,4.46,32.9,10.6,211,Viktor Janzen,,N/A,0,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=7e0bda6bb4c4eb3b810b25d346056c4f,1,Air Source,R32,Cylinder with coil,300,3.8,0,0,0,1,None,35,-7,29,0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,50,Disabled,0,Detached,300,23000,5500,0,0,9.3,1983 to 2011,"Fully insulated walls, floors and loft",77,Tibber,Variable half hourly,28,20000,60,0,16,1,"OpenEnergyMonitor EmonPi v2, EmonTx4 or newer",Kamstrup heat meter (class 2),1,1,0,1,0,,False,1919.14,8560.71,4.460701147388934,18271800,378.15,1686.68,28.8277,24.4088,15.506900000000002,0,39.2734,135.391,1851.42,8569.6,4.628663404305884,4199260,1587.16,7346.66,32.9272,28.6786,10.6263,0,48.104,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1931.19,8830,4.572310337149633,99.7607,99.7539,99.7539,99.7539,99.8821,0
162,West Oxfordshire,6 kW,Daikin Altherma 3,3.51,34.4,7.9,250,Octopus Energy Services,https://octopus.energy/get-a-heat-pump/,octopus.png,0,0,0,0,N/A,https://mortfamily.co.uk/emoncms/app/view?name=HeatPump&readkey=9cb73d29cc2790b8cf00e835d1f48db5,1,Air Source,R32,Cylinder with coil,250,0,1,0,0,0,Buffer,50,-2.4,33,0,Anti-freeze valves,1,Weather compensation with a little room influence,Automatic top up of tank if temperature drops by 6-10C,47,Disabled,0,Semi-detached,131,9436,2881,8682,2651,5.6,1983 to 2011,"Fully insulated walls, floors and loft",72,Intelligent Octopus Go,On peak & Off peak,10,0,0,0,13,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,1,1,"EDLA06E2V3. Modulation by Madoka thermostat set to 3C, Overshoot set to 3C, to reduce cycling at lowest LWTs. System design temp was 50C @ -2.4C, WDC is now 41C@-12C ->29C@12C. June 2024: Changed to reheat DHW tank when temperature drops from target by 7C instead of daily schedule",False,1678.31,5887.78,3.50815999427996,21640000,279.199,978.972,27.7113,25.4168,12.8822,21.0646,27.9047,67.25,1610.98,5839.71,3.6249425815342216,6831440,848.947,3077.38,34.4194,30.3969,7.92263,20.4725,43.73610000000001,1247.53,4699.93,3.767388359398171,6228600,721.045,2716.46,33.5783,29.6061,7.55981,20.3815,44.3634,363.45,1139.79,3.136029715229055,602840,2170.42,6806.5,43.1061,38.5662,11.677,21.419,40.1678,1678.23,6028,3.5918795397531924,99.787,99.9445,99.9445,99.9445,98.893,98.9899
163,"Finchampstead, Berkshire",7 kW,Vaillant Arotherm+,0.52,23.2,14.5,173,Heating Ace Ltd,,N/A,0,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=206507095efba6cc2493a5f2dc02fa77,1,Air Source,R290,Cylinder with plate heat exchanger,300,3,0,0,0,1,Buffer,35,-3,24,0.15,Anti-freeze valves,3,Weather compensation with a little room influence,Daily scheduled heat up of tank,55,Disabled,0,Detached,329,3564,1652,5923,2581,3.45,2012 or newer,Passivhaus,11,Octopus Inteligent Go,On peak & Off peak,7.5,13820,0,0,28,1,SDM630 Modbus/MBUS Three Phase (class 1),Sontex heat meter (class 2),0,1,0,1,1,"Mixergy. 25L Buffer with 3 mixed circuits. Only single open-loop UFH circuit typically used. MVHR. WWHRS.  Run on inactive room mod, as UFH in concrete slab is too slow to react for expanded to work (expanded is 90W idle though, due to pump on mixed circuit).",False,983.671,512.162,0.5206639211687648,14980200,236.394,123.078,23.3619,22.9437,14.2021,21.5097,17.788,1437.3,849.764,487.778,0.5740158443991509,3151160,970.8,557.257,23.196,22.890500000000003,14.495699999999998,21.6792,12.6753,486.759,-551.245,-1.132480344482588,2493190,702.843,-795.967,17.232,17.8466,15.4216,21.7436,-3.14572,363.004,1039.02,2.862282509283644,657970,1986.1399999999999,5684.88,45.7976,41.9987,10.9944,21.4337,38.2735,1106.63,1476,1.3337791312362757,83.7597,83.7596,83.7595,83.7595,83.6536,83.7566
167,"Cadross, Dumbarton",10 kW,Nibe S2050 ,4.01,37.1,7.3,269,Renewable Heat,https://renewableheat.com/,renewableheat.png,1,0,1,https://betatalk.buzzsprout.com/509671/11442760-heat-pumps-in-scotland,N/A,https://emoncms.org/app/view?name=G825NY&readkey=e34ee75fe29605e41ff32b6d6e3bf371,1,Air Source,R32,Cylinder with coil,150,0,0,1,1,0,None,45,-5,40,7,Central heat pump water circulation,0,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,50,Fornightly,60,Detached,123,287,1,34617,2856,7.9,Pre-1900,Solid walls,2,,Single fixed rate,28,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),1,1,0,0,0,,False,3035.41,12163.7,4.007267551994624,23207300,470.861,1886.88,31.3155,28.3041,10.2001,0,49.7562,368.528,2978.47,11901.7,3.995910652113334,13026300,823.14,3289.2,37.0573,33.3493,7.26655,0,53.4456,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3191,13062,4.093387652773425,87.4936,87.4929,87.4929,87.4929,98.6563,0
169,"Swanage, Dorset, UK",7 kW,Vaillant Arotherm Split,3.53,27.8,9.5,205,Inafix,https://www.inafix.co.uk/,inafix.png,1,0,0,0,https://www.youtube.com/watch?v=kYIDL1dS-Gw,https://emoncms.org/app/view?name=SwanageHeatpump&readkey=e52fad67c9fc4ce9dc379d14d4bc4728,1,Air Source,R410A,Cylinder with plate heat exchanger,180,0,0,0,0,0,Plate heat exchanger,0,0,0,0,Glycol/water mixture,0,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,0,Fornightly,0,Mid-terrace,70,0,0,0,0,0,Pre-1900,Solid walls,0,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,0,1,,False,223.294,788.065,3.5292708268023323,17681500,45.4511,160.448,18.1539,17.8564,15.1512,18.2604,7.76275,4.377,204.148,769.806,3.770823128318671,1006180,730.417,2754.28,27.7957,25.3058,9.47916,16.3793,39.6893,167.678,769.178,4.587232672145421,926210,651.735,2989.65,28.3171,25.6627,9.02985,15.9958,43.81170000000001,36.4702,0.6282,0.017225022072815614,79970,1641.77,28.2702,21.7571,21.1751,14.6866,20.8191,0.140486,254.759,803,3.1519985554975487,99.3579,99.3432,99.3432,99.3432,95.8641,96.4247
